Material Code,Material Description,Plant,UOM,Line Number,Component Item Number,Material Description2,Material type,Component Quantity,Unit of Measure
50102866,"B-5ML ""I"" NATURAL 12C-HW(L)-ET",        BAIN,PC,1,50102864,"B-5ML ""I"" NATURAL 12C-HW(L)-NS",SFG,1,PC
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.9792,GM
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.9792,GM
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0608,GM
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0608,GM
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50102868,"B-5ML ""I"" WHITE  (L)-GS",        BAIN,PC,1,50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",SFG,1,PC
50102868,"B-5ML ""I"" WHITE  (L)-GS",        BAIN,PC,1,50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",SFG,1,PC
50102869,"B-5ML ""I"" WHITE 12C-A (L)-ET",        BAIN,PC,1,50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",SFG,1,PC
50102869,"B-5ML ""I"" WHITE 12C-A (L)-ET",        BAIN,PC,1,50102867,"B-5ML ""I"" WHITE 12C-A (L)-NS",SFG,1,PC
50102908,N-OPEN RG O.GREEN 64C (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.5488,GM
50102908,N-OPEN RG O.GREEN 64C (L-F)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0112,GM
50102908,N-OPEN RG O.GREEN 64C (L-F)-NS,        BAIN,PC,3,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.001,PC
50102908,N-OPEN RG O.GREEN 64C (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50102909,N-OPEN RG O.GREEN 64C (L-F)-GS,        BAIN,PC,1,50102908,N-OPEN RG O.GREEN 64C (L-F)-NS,SFG,1,PC
50102910,N-OPEN RG O.GREEN 64C (L-F)-ET,        BAIN,PC,1,50102908,N-OPEN RG O.GREEN 64C (L-F)-NS,SFG,1,PC
50102918,B-10ML RG NAT 16C (L-1840H)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.552,GM
50102918,B-10ML RG NAT 16C (L-1840H)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50102918,B-10ML RG NAT 16C (L-1840H)-NS,        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50102919,B-10ML RG NAT 16C (L-1840H)-GS,        BAIN,PC,1,50102918,B-10ML RG NAT 16C (L-1840H)-NS,SFG,1,PC
50102920,B-10ML RG NAT 16C (L-1840H)-ET,        BAIN,PC,1,50102918,B-10ML RG NAT 16C (L-1840H)-NS,SFG,1,PC
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.092,GM
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,2,50081420,MB: MELCOMAITRE WHT08636 1840H,Master batch,0.092,GM
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50102921,C-TS RSP R2 WHT Modified(H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50102922,C-TS RSP R2 WHT Modified(H)-GS,        BAIN,PC,1,50102921,C-TS RSP R2 WHT Modified(H)-NS,SFG,1,PC
50102922,C-TS RSP R2 WHT Modified(H)-GS,        BAIN,PC,1,50102921,C-TS RSP R2 WHT Modified(H)-NS,SFG,1,PC
50102923,C-TS RSP R2 WHT Modified(H)-ET,        BAIN,PC,1,50102921,C-TS RSP R2 WHT Modified(H)-NS,SFG,1,PC
50102923,C-TS RSP R2 WHT Modified(H)-ET,        BAIN,PC,1,50102922,C-TS RSP R2 WHT Modified(H)-GS,SFG,1,PC
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.5709,GM
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.5709,GM
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,2,50081598,MB:REMA.GREEN91159(PE64407303),Master batch,0.0117,GM
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,2,50081598,MB:REMA.GREEN91159(PE64407303),Master batch,0.0117,GM
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,3,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.001,PC
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,3,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.001,PC
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50103021,N-OPEN RG O.GREEN 32C (L-F)-GS,        BAIN,PC,1,50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,SFG,1,PC
50103021,N-OPEN RG O.GREEN 32C (L-F)-GS,        BAIN,PC,1,50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,SFG,1,PC
50103022,N-OPEN RG O.GREEN 32C (L-F)-ET,        BAIN,PC,1,50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,SFG,1,PC
50103022,N-OPEN RG O.GREEN 32C (L-F)-ET,        BAIN,PC,1,50103020,N-OPEN RG O.GREEN 32C (L-F)-NS,SFG,1,PC
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,2.205,GM
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,2.205,GM
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,2,50081598,MB:REMA.GREEN91159(PE64407303),Master batch,0.045,GM
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,2,50081598,MB:REMA.GREEN91159(PE64407303),Master batch,0.045,GM
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0013,PC
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0013,PC
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000167,PC
50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.000167,PC
50103049,"C-TAMPSAFE ""O"" P.GREEN (H)-GS",        BAIN,PC,1,50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",SFG,1,PC
50103049,"C-TAMPSAFE ""O"" P.GREEN (H)-GS",        BAIN,PC,1,50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",SFG,1,PC
50103050,"C-TAMPSAFE ""O"" P.GREEN (H)-ET",        BAIN,PC,1,50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",SFG,1,PC
50103050,"C-TAMPSAFE ""O"" P.GREEN (H)-ET",        BAIN,PC,1,50103048,"C-TAMPSAFE ""O"" P.GREEN (H)-NS",SFG,1,PC
50103051,C-TS RSP R2 PURP Modifid(H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.208,GM
50103051,C-TS RSP R2 PURP Modifid(H)-NS,        BAIN,PC,2,50082191,MB:PURPLE 510520 PE,Master batch,0.092,GM
50103051,C-TS RSP R2 PURP Modifid(H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50103051,C-TS RSP R2 PURP Modifid(H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50103052,C-TS RSP R2 PURP Modifid(H)-GS,        BAIN,PC,1,50103051,C-TS RSP R2 PURP Modifid(H)-NS,SFG,1,PC
50103053,C-TS RSP R2 PURP Modifid(H)-ET,        BAIN,PC,1,50103051,C-TS RSP R2 PURP Modifid(H)-NS,SFG,1,PC
50103085,B-15ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,4.41,GM
50103085,B-15ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.09,GM
50103085,B-15ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0027,PC
50103085,B-15ML EX.RG O.GREEN (L-F)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000667,PC
50103086,B-15ML EX.RG O.GREEN (L-F)-GS,        BAIN,PC,1,50103085,B-15ML EX.RG O.GREEN (L-F)-NS,SFG,1,PC
50103087,B-15ML EX.RG O.GREEN (L-F)-ET,        BAIN,PC,1,50103085,B-15ML EX.RG O.GREEN (L-F)-NS,SFG,1,PC
50103121,B-10ML RG NAT 6C (L-1840H)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.552,GM
50103121,B-10ML RG NAT 6C (L-1840H)-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.552,GM
50103121,B-10ML RG NAT 6C (L-1840H)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50103121,B-10ML RG NAT 6C (L-1840H)-NS,        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50103121,B-10ML RG NAT 6C (L-1840H)-NS,        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50103121,B-10ML RG NAT 6C (L-1840H)-NS,        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50103122,B-10ML RG NAT 6C (L-1840H)-GS,        BAIN,PC,1,50103121,B-10ML RG NAT 6C (L-1840H)-NS,SFG,1,PC
50103122,B-10ML RG NAT 6C (L-1840H)-GS,        BAIN,PC,1,50103121,B-10ML RG NAT 6C (L-1840H)-NS,SFG,1,PC
50103123,B-10ML RG NAT 6C (L-1840H)-ET,        BAIN,PC,1,50103121,B-10ML RG NAT 6C (L-1840H)-NS,SFG,1,PC
50103123,B-10ML RG NAT 6C (L-1840H)-ET,        BAIN,PC,1,50103121,B-10ML RG NAT 6C (L-1840H)-NS,SFG,1,PC
50103173,N-RISDROP NOZ 45MLTRO.GREEN-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.4992,GM
50103173,N-RISDROP NOZ 45MLTRO.GREEN-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.00033,PC
50103173,N-RISDROP NOZ 45MLTRO.GREEN-NS,        BAIN,PC,3,50081745,MB: MEVO.GREEN PE6M415143-ZN,Master batch,0.0208,GM
50103174,N-RISDROP 45MLTR INSO.GREEN-NS,        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.144,GM
50103174,N-RISDROP 45MLTR INSO.GREEN-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.00033,PC
50103174,N-RISDROP 45MLTR INSO.GREEN-NS,        BAIN,PC,3,50081745,MB: MEVO.GREEN PE6M415143-ZN,Master batch,0.006,GM
50103175,N-RISDROP 45MLTRO.GREENASSY-NS,        BAIN,PC,1,50103173,N-RISDROP NOZ 45MLTRO.GREEN-NS,SFG,1,PC
50103175,N-RISDROP 45MLTRO.GREENASSY-NS,        BAIN,PC,2,50103174,N-RISDROP 45MLTR INSO.GREEN-NS,SFG,1,PC
50103175,N-RISDROP 45MLTRO.GREENASSY-NS,        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.00033,PC
50103175,N-RISDROP 45MLTRO.GREENASSY-NS,        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.000111,PC
50103176,N-RISDROP 45MLTRO.GREENASSY-GS,        BAIN,PC,1,50103175,N-RISDROP 45MLTRO.GREENASSY-NS,SFG,1,PC
50103177,N-RISDROP 45MLTRO.GREENASSY-ET,        BAIN,PC,1,50103175,N-RISDROP 45MLTRO.GREENASSY-NS,SFG,1,PC
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.525,GM
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.525,GM
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,2,50083333,MB: POLYONE ORANGE PE 247913,Master batch,0.0311,GM
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,2,50083333,MB: POLYONE ORANGE PE 247913,Master batch,0.0311,GM
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.001,PC
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.001,PC
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,4,50081454,CB:585X337X350MM HF 13BS 3P PP,Carton box,0.000167,PC
50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,        BAIN,PC,4,50108242,CB:585X337X300MM HF 13BS 5P PP,Carton box,0.000167,PC
50103231,C-TAMPSAFE SS(R) ORANGE(H)-GS,        BAIN,PC,1,50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,SFG,1,PC
50103231,C-TAMPSAFE SS(R) ORANGE(H)-GS,        BAIN,PC,1,50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,SFG,1,PC
50103232,C-TAMPSAFE SS(R) ORANGE(H)-ET,        BAIN,PC,1,50103230,C-TAMPSAFE SS(R) ORANGE(H)-NS,SFG,1,PC
50103314,CR-28MM F217 FOAM (PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50103314,CR-28MM F217 FOAM (PLAIN),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50103314,CR-28MM F217 FOAM (PLAIN),        BAIN,PC,3,50096966,"F-217 1MM WHITE FOAM 4.375""",Liner,0.0083,YD
50103314,CR-28MM F217 FOAM (PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50103314,CR-28MM F217 FOAM (PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50103316,CR-33MM HS035/20F SFYP (RED),        BAIN,PC,1,50099333,33MM INNER CAPS NATURAL(MAS),SFG,1,PC
50103316,CR-33MM HS035/20F SFYP (RED),        BAIN,PC,2,50099204,33MM OUTER CAPS WHITE (MAS),SFG,1,PC
50103316,CR-33MM HS035/20F SFYP (RED),        BAIN,PC,3,50103315,"HS035/20F RED SFYP PRTD-5.06""",Liner,0.01,YD
50103316,CR-33MM HS035/20F SFYP (RED),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50103316,CR-33MM HS035/20F SFYP (RED),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50103317,CR-28MM HS035/20F SFYP (RED),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50103317,CR-28MM HS035/20F SFYP (RED),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50103317,CR-28MM HS035/20F SFYP (RED),        BAIN,PC,3,50100186,"HS035/20F RED SFYP PRTD-4.375""",Liner,0.0083,YD
50103317,CR-28MM HS035/20F SFYP (RED),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50103317,CR-28MM HS035/20F SFYP (RED),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.5721,GM
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.5721,GM
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0729,GM
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0729,GM
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,4,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50103372,"B-10ML ""I"" O.GREEN 91151(L)-GS",        BAIN,PC,1,50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",SFG,1,PC
50103372,"B-10ML ""I"" O.GREEN 91151(L)-GS",        BAIN,PC,1,50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",SFG,1,PC
50103373,"B-10ML ""I"" O.GREEN 91151(L)-ET",        BAIN,PC,1,50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",SFG,1,PC
50103373,"B-10ML ""I"" O.GREEN 91151(L)-ET",        BAIN,PC,1,50103371,"B-10ML ""I"" O.GREEN 91151(L)-NS",SFG,1,PC
50103457,CR-28MM HS 165/035 (PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50103457,CR-28MM HS 165/035 (PLAIN),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50103457,CR-28MM HS 165/035 (PLAIN),        BAIN,PC,3,50103456,HS 165/035 PLAIN  4.375”,Liner,0.0083,YD
50103457,CR-28MM HS 165/035 (PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50103457,CR-28MM HS 165/035 (PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50103458,CR-28MM F217HY FOAM (PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50103458,CR-28MM F217HY FOAM (PLAIN),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50103458,CR-28MM F217HY FOAM (PLAIN),        BAIN,PC,3,50081481,"F217 0.035HY WHITE FOAM 4.375""",Liner,0.0083,YD
50103458,CR-28MM F217HY FOAM (PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50103458,CR-28MM F217HY FOAM (PLAIN),        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50103503,"B-5ML ""I"" O GREEN (L)-GS",        BAIN,PC,1,50097331,"B-5ML ""I"" O GREEN (L)-NS",SFG,1,PC
50103503,"B-5ML ""I"" O GREEN (L)-GS",        BAIN,PC,1,50097331,"B-5ML ""I"" O GREEN (L)-NS",SFG,1,PC
50103504,"B-5ML ""I"" O GREEN (L)-ET",        BAIN,PC,1,50097331,"B-5ML ""I"" O GREEN (L)-NS",SFG,1,PC
50103504,"B-5ML ""I"" O GREEN (L)-ET",        BAIN,PC,1,50097331,"B-5ML ""I"" O GREEN (L)-NS",SFG,1,PC
50103533,C-TAMPSAFE RSP R2 NATURAL-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.3,GM
50103533,C-TAMPSAFE RSP R2 NATURAL-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50103533,C-TAMPSAFE RSP R2 NATURAL-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50103534,C-TAMPSAFE RSP R2 NATURAL-GS,        BAIN,PC,1,50103533,C-TAMPSAFE RSP R2 NATURAL-NS,SFG,1,PC
50103535,C-TAMPSAFE RSP R2 NATURAL-ET,        BAIN,PC,1,50103533,C-TAMPSAFE RSP R2 NATURAL-NS,SFG,1,PC
50103557,B-5ML RG NATURAL (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,2.824,GM
50103557,B-5ML RG NATURAL (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,2.824,GM
50103557,B-5ML RG NATURAL (L-F)-NS,        BAIN,PC,2,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50103557,B-5ML RG NATURAL (L-F)-NS,        BAIN,PC,2,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50103557,B-5ML RG NATURAL (L-F)-NS,        BAIN,PC,3,50108241,CB:585X337X425MM HF 13BS 5P PP,Carton box,0.000333,PC
50103557,B-5ML RG NATURAL (L-F)-NS,        BAIN,PC,3,50108241,CB:585X337X425MM HF 13BS 5P PP,Carton box,0.000333,PC
50103558,B-5ML RG NATURAL (L-F)-GS,        BAIN,PC,1,50103557,B-5ML RG NATURAL (L-F)-NS,SFG,1,PC
50103558,B-5ML RG NATURAL (L-F)-GS,        BAIN,PC,1,50103557,B-5ML RG NATURAL (L-F)-NS,SFG,1,PC
50103559,B-5ML RG NATURAL (L-F)-ET,        BAIN,PC,1,50103557,B-5ML RG NATURAL (L-F)-NS,SFG,1,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,3,50103560,"HS035/0.035 SFYP BLACK 5.06""",Liner,0.01,YD
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,3,50103560,"HS035/0.035 SFYP BLACK 5.06""",Liner,0.01,YD
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50103561,CR-33MM HS035/35 SFYP BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50103634,"B-5ML ""I"" O GREEN 12C-A (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,2.8288,GM
50103634,"B-5ML ""I"" O GREEN 12C-A (L)-NS",        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0577,GM
50103634,"B-5ML ""I"" O GREEN 12C-A (L)-NS",        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50103634,"B-5ML ""I"" O GREEN 12C-A (L)-NS",        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50103672,"B-5ML ""I"" O GREEN 12C-A (L)-GS",        BAIN,PC,1,50103634,"B-5ML ""I"" O GREEN 12C-A (L)-NS",SFG,1,PC
50103673,"B-5ML ""I"" O GREEN 12C-A (L)-ET",        BAIN,PC,1,50103634,"B-5ML ""I"" O GREEN 12C-A (L)-NS",SFG,1,PC
50103772,B-5ML RSP R2 NATURAL (P)-NS,        BAIN,PC,1,50103459,PP: BORMED RB801 CF-11,Raw material,2.65,GM
50103772,B-5ML RSP R2 NATURAL (P)-NS,        BAIN,PC,2,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.006,PC
50103772,B-5ML RSP R2 NATURAL (P)-NS,        BAIN,PC,3,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50103773,B-5ML RSP R2 NATURAL (P)-ET,        BAIN,PC,1,50103772,B-5ML RSP R2 NATURAL (P)-NS,SFG,1,PC
50104154,"N-OPEN ""I"" O.GREEN 32C (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.4528,GM
50104154,"N-OPEN ""I"" O.GREEN 32C (L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,0.475832,GM
50104154,"N-OPEN ""I"" O.GREEN 32C (L)-NS",        BAIN,PC,2,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.0012,PC
50104154,"N-OPEN ""I"" O.GREEN 32C (L)-NS",        BAIN,PC,2,50081657,"12""X16"" GUSS. PINK 81.25mu",Polybag,0.0012,PC
